"","Player","TotalRuns","Total4s","Total6s","TotalBoundaries","RunsFrom4s","RunsFrom6s","RunsFromBoundaries","PropFrom4s","PropFrom6s","PropFromBoundaries"
"857","Fahim Muntasir (BDESH)",52,7,1,8,28,6,34,0.538461538461538,0.115384615384615,0.653846153846154
"858","Faisal Hossain (BDESH)",7,1,0,1,4,0,4,0.571428571428571,0,0.571428571428571
"859","Faisal Iqbal (PAK)",1124,136,5,141,544,30,574,0.483985765124555,0.0266903914590747,0.51067615658363
"860","Farhan Adil (PAK)",33,4,0,4,16,0,16,0.484848484848485,0,0.484848484848485
"861","Farooq Hamid (PAK)",3,0,0,0,0,0,0,0,0,0
"862","FAW Freer (AUS)",28,3,1,4,12,6,18,0.428571428571429,0.214285714285714,0.642857142857143
"863","Fawad Alam (PAK)",250,23,1,24,92,6,98,0.368,0.024,0.392
"864","Fazal Mahmood (PAK)",620,8,2,10,32,12,44,0.0516129032258065,0.0193548387096774,0.0709677419354839
"865","Fazl-e-Akbar (PAK)",52,9,0,9,36,0,36,0.692307692307692,0,0.692307692307692
"866","FB Smith (NZ)",237,12,3,15,48,18,66,0.20253164556962,0.0759493670886076,0.278481012658228
"867","FC Hayes (ENG)",244,27,1,28,108,6,114,0.442622950819672,0.0245901639344262,0.467213114754098
"868","FCM Alexander (WI)",961,51,2,53,204,12,216,0.212278876170656,0.0124869927159209,0.224765868886576
"869","FDM Karunaratne (SL)",3542,352,7,359,1408,42,1450,0.397515527950311,0.0118577075098814,0.409373235460192
"870","FE Allan (AUS)",5,0,0,0,0,0,0,0,0,0
"871","FE Fisher (NZ)",23,0,0,0,0,0,0,0,0,0
"872","FE Rumsey (ENG)",30,0,0,0,0,0,0,0,0,0
"873","FE Woolley (ENG)",3295,190,15,205,760,90,850,0.230652503793627,0.0273141122913505,0.257966616084977
"874","FG Mann (ENG)",376,30,2,32,120,12,132,0.319148936170213,0.0319148936170213,0.351063829787234
"875","FGJ Ford (ENG)",168,7,2,9,28,12,40,0.166666666666667,0.0714285714285714,0.238095238095238
"876","FH Edwards (WI)",394,48,2,50,192,12,204,0.487309644670051,0.0304568527918782,0.517766497461929
"877","FH Sugg (ENG)",55,0,0,0,0,0,0,0,0,0
"878","FH Tyson (ENG)",230,14,2,16,56,12,68,0.243478260869565,0.0521739130434783,0.295652173913043
"879","FH Walters (AUS)",12,2,0,2,8,0,8,0.666666666666667,0,0.666666666666667
"880","FI de Caires (WI)",232,4,0,4,16,0,16,0.0689655172413793,0,0.0689655172413793
"881","FJ Burton (AUS)",4,0,0,0,0,0,0,0,0,0
"882","FJ Cameron (NZ)",116,5,0,5,20,0,20,0.172413793103448,0,0.172413793103448
"883","FJ Cameron (WI)",151,12,0,12,48,0,48,0.317880794701987,0,0.317880794701987
"884","FJ Cook (SA)",7,0,0,0,0,0,0,0,0,0
"885","FJ Durston (ENG)",8,1,0,1,4,0,4,0.5,0,0.5
"886","FJ Laver (AUS)",196,0,0,0,0,0,0,0,0,0
"887","FJ Titmus (ENG)",1449,136,3,139,544,18,562,0.375431331953071,0.0124223602484472,0.387853692201518
"888","FL Fane (ENG)",682,49,0,49,196,0,196,0.287390029325513,0,0.287390029325513
"889","FL le Roux (SA)",1,0,0,0,0,0,0,0,0,0
"890","FL Reifer (WI)",111,12,0,12,48,0,48,0.432432432432432,0,0.432432432432432
"891","FLH Mooney (NZ)",343,1,0,1,4,0,4,0.0116618075801749,0,0.0116618075801749
"892","FM Engineer (INDIA)",2611,288,2,290,1152,12,1164,0.441210264266565,0.00459594025277671,0.445806204519341
"893","FM King (WI)",116,0,1,1,0,6,6,0,0.0517241379310345,0.0517241379310345
"894","FM Misson (AUS)",38,1,0,1,4,0,4,0.105263157894737,0,0.105263157894737
"895","FMM Worrell (WI)",3860,295,11,306,1180,66,1246,0.305699481865285,0.0170984455958549,0.32279792746114
"896","FR Brown (ENG)",734,57,5,62,228,30,258,0.310626702997275,0.0408719346049046,0.35149863760218
"897","FR Foster (ENG)",334,25,1,26,100,6,106,0.29940119760479,0.0179640718562874,0.317365269461078
"898","FR Martin (WI)",486,27,0,27,108,0,108,0.222222222222222,0,0.222222222222222
"899","FR Spofforth (AUS)",217,9,1,10,36,6,42,0.165898617511521,0.0276497695852535,0.193548387096774
"900","FS Ahangama (SL)",11,0,0,0,0,0,0,0,0,0
"901","FS Trueman (ENG)",981,60,25,85,240,150,390,0.244648318042813,0.152905198776758,0.397553516819572
"902","FT Badcock (NZ)",137,3,3,6,12,18,30,0.0875912408759124,0.131386861313869,0.218978102189781
"903","FT Mann (ENG)",273,11,6,17,44,36,80,0.161172161172161,0.131868131868132,0.293040293040293
"904","FW Milligan (ENG)",58,0,0,0,0,0,0,0,0,0
"905","FW Smith (SA)",45,1,0,1,4,0,4,0.0888888888888889,0,0.0888888888888889
"906","FW Tate (ENG)",9,1,0,1,4,0,4,0.444444444444444,0,0.444444444444444
"907","G Alexander (AUS)",52,5,0,5,20,0,20,0.384615384615385,0,0.384615384615385
"908","G Bean (ENG)",92,7,0,7,28,0,28,0.304347826086957,0,0.304347826086957
"909","G Boycott (ENG)",8160,772,8,780,3088,48,3136,0.37843137254902,0.00588235294117647,0.384313725490196
"910","G Brown (ENG)",299,24,0,24,96,0,96,0.321070234113712,0,0.321070234113712
"911","G Challenor (WI)",101,0,0,0,0,0,0,0,0,0
"912","G Cook (ENG)",203,20,0,20,80,0,80,0.394088669950739,0,0.394088669950739
"913","G Coulthard (AUS)",6,0,0,0,0,0,0,0,0,0
"914","G Cripps (SA)",21,0,0,0,0,0,0,0,0,0
"915","G Duckworth (ENG)",234,12,0,12,48,0,48,0.205128205128205,0,0.205128205128205
"916","G Dymock (AUS)",236,23,0,23,92,0,92,0.389830508474576,0,0.389830508474576
"917","G Fowler (ENG)",1307,145,3,148,580,18,598,0.443764345830145,0.0137719969395562,0.457536342769702
"918","G Gambhir (INDIA)",4154,518,10,528,2072,60,2132,0.498796340876264,0.0144439094848339,0.513240250361098
"919","G Geary (ENG)",249,21,0,21,84,0,84,0.337349397590361,0,0.337349397590361
"920","G Giffen (AUS)",1238,67,1,68,268,6,274,0.216478190630048,0.00484652665589661,0.221324717285945
"921","G Gladstone (WI)",12,2,0,2,8,0,8,0.666666666666667,0,0.666666666666667
"922","G Gunn (ENG)",1124,85,2,87,340,12,352,0.302491103202847,0.0106761565836299,0.313167259786477
"923","G Kirsten (SA)",7289,922,12,934,3688,72,3760,0.505967896830841,0.0098778982027713,0.515845795033612
"924","G Kishenchand (INDIA)",89,6,0,6,24,0,24,0.269662921348315,0,0.269662921348315
"925","G MacGregor (ENG)",96,2,0,2,8,0,8,0.0833333333333333,0,0.0833333333333333
"926","G Miller (ENG)",1213,119,0,119,476,0,476,0.392415498763397,0,0.392415498763397
"927","G Millman (ENG)",60,5,0,5,20,0,20,0.333333333333333,0,0.333333333333333
"928","G Noblet (AUS)",22,3,0,3,12,0,12,0.545454545454545,0,0.545454545454545
"929","G Onions (ENG)",30,4,0,4,16,0,16,0.533333333333333,0,0.533333333333333
"930","G Pullar (ENG)",1974,131,2,133,524,12,536,0.265450861195542,0.0060790273556231,0.271529888551165
"931","G Sharma (INDIA)",11,0,0,0,0,0,0,0,0,0
"932","G Thomas (AUS)",325,17,0,17,68,0,68,0.209230769230769,0,0.209230769230769
"933","G Thornton (SA)",1,0,0,0,0,0,0,0,0,0
"934","G Ulyett (ENG)",949,63,5,68,252,30,282,0.265542676501581,0.0316122233930453,0.297154899894626
"935","G Wijekoon (SL)",38,4,0,4,16,0,16,0.421052631578947,0,0.421052631578947
"936","GA Bartlett (NZ)",263,17,1,18,68,6,74,0.258555133079848,0.0228136882129278,0.281368821292776
"937","GA Briant (ZIM)",17,1,0,1,4,0,4,0.235294117647059,0,0.235294117647059
"938","GA Chevalier (SA)",0,0,0,0,0,0,0,NA,NA,NA
"939","GA Cope (ENG)",40,1,0,1,4,0,4,0.1,0,0.1
"940","GA Faulkner (SA)",1754,125,3,128,500,18,518,0.285062713797035,0.0102622576966933,0.295324971493729
"941","GA Gooch (ENG)",8900,1079,25,1104,4316,150,4466,0.484943820224719,0.0168539325842697,0.501797752808989
"942","GA Greenidge (WI)",209,20,0,20,80,0,80,0.382775119617225,0,0.382775119617225
"943","GA Headley (WI)",2190,135,1,136,540,6,546,0.246575342465753,0.00273972602739726,0.249315068493151
"944","GA Hick (ENG)",3383,450,22,472,1800,132,1932,0.532072125332545,0.0390186225243866,0.571090747856932
"945","GA Kempis (SA)",0,0,0,0,0,0,0,NA,NA,NA
"946","GA Lamb (ZIM)",46,4,0,4,16,0,16,0.347826086956522,0,0.347826086956522
"947","GA Lohmann (ENG)",213,13,1,14,52,6,58,0.244131455399061,0.028169014084507,0.272300469483568
"948","GA Manou (AUS)",21,3,0,3,12,0,12,0.571428571428571,0,0.571428571428571
"949","GA Rowe (SA)",26,0,0,0,0,0,0,0,0,0
"950","GA Smithson (ENG)",70,0,0,0,0,0,0,0,0,0
"951","GAE Paine (ENG)",97,0,1,1,0,6,6,0,0.0618556701030928,0.0618556701030928
"952","GAHM Parkar (INDIA)",7,1,0,1,4,0,4,0.571428571428571,0,0.571428571428571
"953","GAL Hearne (SA)",55,0,0,0,0,0,0,0,0,0
"954","GAR Lock (ENG)",742,68,1,69,272,6,278,0.366576819407008,0.00808625336927224,0.37466307277628
"955","GB Brent (ZIM)",35,2,0,2,8,0,8,0.228571428571429,0,0.228571428571429
"956","GB Hogg (AUS)",186,14,2,16,56,12,68,0.301075268817204,0.0645161290322581,0.365591397849462
"957","GB Hole (AUS)",789,70,0,70,280,0,280,0.354879594423321,0,0.354879594423321
"958","GB Lawrence (SA)",141,14,0,14,56,0,56,0.397163120567376,0,0.397163120567376
"959","GB Legge (ENG)",299,23,0,23,92,0,92,0.307692307692308,0,0.307692307692308
"960","GB Stevens (AUS)",112,0,0,0,0,0,0,0,0,0
"961","GB Stevenson (ENG)",28,4,1,5,16,6,22,0.571428571428571,0.214285714285714,0.785714285714286
"962","GB Street (ENG)",7,0,0,0,0,0,0,0,0,0
"963","GB Studd (ENG)",31,2,0,2,8,0,8,0.258064516129032,0,0.258064516129032
"964","GB Troup (NZ)",55,4,0,4,16,0,16,0.290909090909091,0,0.290909090909091
"965","GC Dyer (AUS)",131,11,0,11,44,0,44,0.33587786259542,0,0.33587786259542
"966","GC Grant (WI)",413,16,0,16,64,0,64,0.154963680387409,0,0.154963680387409
"967","GC Shillingford (WI)",57,0,1,1,0,6,6,0,0.105263157894737,0.105263157894737
"968","GC Small (ENG)",263,31,0,31,124,0,124,0.47148288973384,0,0.47148288973384
"969","GC Smith (ICC)",12,1,0,1,4,0,4,0.333333333333333,0,0.333333333333333
"970","GC Smith (SA)",9253,1164,24,1188,4656,144,4800,0.50318815519291,0.0155625202636983,0.518750675456609
"971","GC Tonge (WI)",25,2,0,2,8,0,8,0.32,0,0.32
"972","GC Viljoen (SA)",26,4,0,4,16,0,16,0.615384615384615,0,0.615384615384615
"973","GC White (SA)",876,55,4,59,220,24,244,0.251141552511416,0.0273972602739726,0.278538812785388
"974","GC Wilson (IRE)",45,7,0,7,28,0,28,0.622222222222222,0,0.622222222222222
"975","GD Barlow (ENG)",17,2,0,2,8,0,8,0.470588235294118,0,0.470588235294118
"976","GD Campbell (AUS)",10,0,0,0,0,0,0,0,0,0
"977","GD Elliott (NZ)",86,3,0,3,12,0,12,0.13953488372093,0,0.13953488372093
"978","GD McGrath (AUS)",641,51,1,52,204,6,210,0.318252730109204,0.0093603744149766,0.327613104524181
"979","GD McKenzie (AUS)",945,70,16,86,280,96,376,0.296296296296296,0.101587301587302,0.397883597883598
"980","GD Varnals (SA)",97,9,0,9,36,0,36,0.371134020618557,0,0.371134020618557
"981","GD Watson (AUS)",97,11,0,11,44,0,44,0.45360824742268,0,0.45360824742268
"982","GE Bond (SA)",0,0,0,0,0,0,0,NA,NA,NA
"983","GE Bradburn (NZ)",105,11,0,11,44,0,44,0.419047619047619,0,0.419047619047619
"984","GE Corling (AUS)",5,0,0,0,0,0,0,0,0,0
"985","GE Gomez (WI)",1243,37,0,37,148,0,148,0.119066773934031,0,0.119066773934031
"986","GE Palmer (AUS)",296,13,0,13,52,0,52,0.175675675675676,0,0.175675675675676
"987","GE Tribe (AUS)",35,6,0,6,24,0,24,0.685714285714286,0,0.685714285714286
"988","GE Tyldesley (ENG)",990,37,2,39,148,12,160,0.149494949494949,0.0121212121212121,0.161616161616162
"989","GE Vivian (NZ)",110,14,1,15,56,6,62,0.509090909090909,0.0545454545454545,0.563636363636364
"990","GEC Wood (ENG)",7,0,0,0,0,0,0,0,0,0
"991","GF Bissett (SA)",38,0,0,0,0,0,0,0,0,0
"992","GF Cresswell (NZ)",14,0,0,0,0,0,0,0,0,0
"993","GF Grace (ENG)",0,0,0,0,0,0,0,NA,NA,NA
"994","GF Labrooy (SL)",158,23,2,25,92,12,104,0.582278481012658,0.0759493670886076,0.658227848101266
"995","GF Lawson (AUS)",894,100,1,101,400,6,406,0.447427293064877,0.00671140939597315,0.45413870246085
"996","GF Rorke (AUS)",9,0,0,0,0,0,0,0,0,0
"997","GF Vernon (ENG)",14,0,0,0,0,0,0,0,0,0
"998","GFJ Liebenberg (SA)",104,14,0,14,56,0,56,0.538461538461538,0,0.538461538461538
"999","GG Arnold (ENG)",421,50,2,52,200,12,212,0.475059382422803,0.0285035629453682,0.503562945368171
"1000","GG Hall (SA)",0,0,0,0,0,0,0,NA,NA,NA
"1001","GG Hearne (ENG)",0,0,0,0,0,0,0,NA,NA,NA
"1002","GG Macaulay (ENG)",112,10,0,10,40,0,40,0.357142857142857,0,0.357142857142857
"1003","GH Hirst (ENG)",794,58,3,61,232,18,250,0.292191435768262,0.0226700251889169,0.314861460957179
"1004","GH Mudie (WI)",5,0,0,0,0,0,0,0,0,0
"1005","GH Pope (ENG)",8,0,0,0,0,0,0,0,0,0
"1006","GH Shepstone (SA)",38,0,0,0,0,0,0,0,0,0
"1007","GHG Doggart (ENG)",76,9,0,9,36,0,36,0.473684210526316,0,0.473684210526316
"1008","GHS Trott (AUS)",921,67,1,68,268,6,274,0.290988056460369,0.00651465798045603,0.297502714440825
"1009","GHT Simpson-Hayward (ENG)",105,0,0,0,0,0,0,0,0,0
"1010","Ghulam Abbas (PAK)",12,1,0,1,4,0,4,0.333333333333333,0,0.333333333333333
"1011","Ghulam Ahmed (INDIA)",192,0,3,3,0,18,18,0,0.09375,0.09375
"1012","GI Allott (NZ)",27,1,0,1,4,0,4,0.148148148148148,0,0.148148148148148
"1013","GJ Bailey (AUS)",183,15,8,23,60,48,108,0.327868852459016,0.262295081967213,0.590163934426229
"1014","GJ Batty (ENG)",149,15,2,17,60,12,72,0.402684563758389,0.0805369127516778,0.483221476510067
"1015","GJ Bonnor (AUS)",512,34,10,44,136,60,196,0.265625,0.1171875,0.3828125
"1016","GJ Cosier (AUS)",897,105,1,106,420,6,426,0.468227424749164,0.00668896321070234,0.474916387959866
"1017","GJ Crocker (ZIM)",69,5,1,6,20,6,26,0.289855072463768,0.0869565217391304,0.376811594202899
"1018","GJ Gilmour (AUS)",483,67,6,73,268,36,304,0.554865424430642,0.0745341614906832,0.629399585921325
"1019","GJ Hopkins (NZ)",71,8,0,8,32,0,32,0.450704225352113,0,0.450704225352113
"1020","GJ Maxwell (AUS)",339,33,7,40,132,42,174,0.389380530973451,0.123893805309735,0.513274336283186
"1021","GJ Rennie (ZIM)",1023,103,2,105,412,12,424,0.402737047898338,0.0117302052785924,0.414467253176931
"1022","GJ Thompson (ENG)",273,0,1,1,0,6,6,0,0.021978021978022,0.021978021978022
"1023","GJ Whittall (ZIM)",2207,261,7,268,1044,42,1086,0.473040326234708,0.019030357951971,0.492070684186679
"1024","GK Bruk-Jackson (ZIM)",39,6,0,6,24,0,24,0.615384615384615,0,0.615384615384615
"1025","GK Glover (SA)",21,0,0,0,0,0,0,0,0,0
"1026","GK Robertson (NZ)",12,2,0,2,8,0,8,0.666666666666667,0,0.666666666666667
"1027","GL Gibbs (WI)",12,0,0,0,0,0,0,0,0,0
"1028","GL Jessop (ENG)",569,61,3,64,244,18,262,0.428822495606327,0.031634446397188,0.460456942003515
"1029","GL Tapscott (SA)",9,0,0,0,0,0,0,0,0,0
"1030","GL Weir (NZ)",416,0,0,0,0,0,0,0,0,0
"1031","GL Wight (WI)",21,0,0,0,0,0,0,0,0,0
"1032","GM Carew (WI)",170,16,0,16,64,0,64,0.376470588235294,0,0.376470588235294
"1033","GM Emmett (ENG)",10,0,0,0,0,0,0,0,0,0
"1034","GM Ewing (ZIM)",108,14,1,15,56,6,62,0.518518518518518,0.0555555555555556,0.574074074074074
"1035","GM Fullerton (SA)",325,14,1,15,56,6,62,0.172307692307692,0.0184615384615385,0.190769230769231
"1036","GM Griffin (SA)",25,0,1,1,0,6,6,0,0.24,0.24
"1037","GM Guard (INDIA)",11,0,0,0,0,0,0,0,0,0
"1038","GM Hamilton (ENG)",0,0,0,0,0,0,0,NA,NA,NA
"1039","GM Parker (SA)",3,0,0,0,0,0,0,0,0,0
"1040","GM Ritchie (AUS)",1736,166,11,177,664,66,730,0.382488479262673,0.0380184331797235,0.420506912442396
"1041","GM Turner (NZ)",2991,265,0,265,1060,0,1060,0.354396522902039,0,0.354396522902039
"1042","GM Wood (AUS)",3420,321,8,329,1284,48,1332,0.375438596491228,0.0140350877192982,0.389473684210526
"1043","GN Edwards (NZ)",377,52,3,55,208,18,226,0.551724137931034,0.0477453580901857,0.59946949602122
"1044","GN Francis (WI)",81,1,0,1,4,0,4,0.0493827160493827,0,0.0493827160493827
"1045","GN Yallop (AUS)",2756,276,1,277,1104,6,1110,0.400580551523948,0.00217706821480406,0.402757619738752
"1046","GO Jones (ENG)",1172,155,12,167,620,72,692,0.52901023890785,0.0614334470989761,0.590443686006826
"1047","GO Rabone (NZ)",562,28,0,28,112,0,112,0.199288256227758,0,0.199288256227758
"1048","GOB Allen (ENG)",750,57,2,59,228,12,240,0.304,0.016,0.32
"1049","GP Bilby (NZ)",55,7,0,7,28,0,28,0.509090909090909,0,0.509090909090909
"1050","GP Howarth (NZ)",2531,255,1,256,1020,6,1026,0.403002765705255,0.00237060450414856,0.405373370209403
"1051","GP Swann (ENG)",1370,181,19,200,724,114,838,0.528467153284672,0.0832116788321168,0.611678832116788
"1052","GP Thorpe (ENG)",6652,765,9,774,3060,54,3114,0.460012026458208,0.00811785929043897,0.468129885748647
"1053","GP Wickramasinghe (SL)",555,69,4,73,276,24,300,0.497297297297297,0.0432432432432432,0.540540540540541
"1054","GPD Hartigan (SA)",118,0,0,0,0,0,0,0,0,0
"1055","GR Beard (AUS)",114,12,0,12,48,0,48,0.421052631578947,0,0.421052631578947
"1056","GR Breese (WI)",5,0,0,0,0,0,0,0,0,0
"1057","GR Dickinson (NZ)",31,0,0,0,0,0,0,0,0,0
"1058","GR Dilley (ENG)",521,63,0,63,252,0,252,0.483685220729367,0,0.483685220729367
"1059","GR Hazlitt (AUS)",93,7,0,7,28,0,28,0.301075268817204,0,0.301075268817204
"1060","GR Larsen (NZ)",127,17,0,17,68,0,68,0.535433070866142,0,0.535433070866142
"1061","GR Loveridge (NZ)",4,1,0,1,4,0,4,1,0,1
"1062","GR Marsh (AUS)",2854,307,1,308,1228,6,1234,0.430273300630694,0.00210231254379818,0.432375613174492
"1063","GR Robertson (AUS)",140,15,1,16,60,6,66,0.428571428571429,0.0428571428571429,0.471428571428571
"1064","GR Stead (NZ)",278,36,0,36,144,0,144,0.517985611510791,0,0.517985611510791
"1065","GR Sunderam (INDIA)",3,0,0,0,0,0,0,0,0,0
"1066","GR Thoms (AUS)",44,2,0,2,8,0,8,0.181818181818182,0,0.181818181818182
"1067","GR Viswanath (INDIA)",6126,622,6,628,2488,36,2524,0.406137773424747,0.00587659157688541,0.412014365001632
"1068","GRA de Silva (SL)",41,4,1,5,16,6,22,0.390243902439024,0.146341463414634,0.536585365853659
"1069","GRA Langley (AUS)",374,20,0,20,80,0,80,0.213903743315508,0,0.213903743315508
"1070","GRJ Matthews (AUS)",1849,166,5,171,664,30,694,0.359113034072472,0.0162249864791779,0.37533802055165
"1071","GRJ Roope (ENG)",860,86,2,88,344,12,356,0.4,0.013953488372093,0.413953488372093
"1072","GS Ballance (ENG)",1498,195,8,203,780,48,828,0.520694259012016,0.0320427236315087,0.552736982643525
"1073","GS Blewett (AUS)",2552,276,4,280,1104,24,1128,0.432601880877743,0.00940438871473354,0.442006269592476
"1074","GS Camacho (WI)",640,74,1,75,296,6,302,0.4625,0.009375,0.471875
"1075","GS Chappell (AUS)",7110,755,16,771,3020,96,3116,0.424753867791842,0.0135021097046414,0.438255977496484
"1076","GS Ramchand (INDIA)",1180,42,1,43,168,6,174,0.142372881355932,0.00508474576271186,0.147457627118644
"1077","GS Sobers (WI)",8032,726,32,758,2904,192,3096,0.361553784860558,0.0239043824701195,0.385458167330677
"1078","GT Dowling (NZ)",2306,200,14,214,800,84,884,0.346921075455334,0.0364267129228101,0.383347788378144
"1079","GTS Stevens (ENG)",263,6,2,8,24,12,36,0.091254752851711,0.0456273764258555,0.136882129277567
"1080","Gul Mohammad (INDIA)",166,18,0,18,72,0,72,0.433734939759036,0,0.433734939759036
"1081","Gul Mohammad (PAK)",39,0,0,0,0,0,0,0,0,0
"1082","Gursharan Singh (INDIA)",18,2,0,2,8,0,8,0.444444444444444,0,0.444444444444444
"1083","GW Flower (ZIM)",3411,341,16,357,1364,96,1460,0.399882732336558,0.0281442392260334,0.428026971562592
"1084","GWA Chubb (SA)",63,1,0,1,4,0,4,0.0634920634920635,0,0.0634920634920635
"1085","GWF Overton (NZ)",8,0,0,0,0,0,0,0,0,0
"1086","H Carter (AUS)",877,98,0,98,392,0,392,0.446978335233751,0,0.446978335233751
"1087","H Dean (ENG)",10,0,0,0,0,0,0,0,0,0
"1088","H Donnan (AUS)",75,2,0,2,8,0,8,0.106666666666667,0,0.106666666666667
"1089","H Foley (NZ)",4,0,0,0,0,0,0,0,0,0
"1090","H Gimblett (ENG)",129,11,1,12,44,6,50,0.341085271317829,0.0465116279069767,0.387596899224806
"1091","H Graham (AUS)",301,26,0,26,104,0,104,0.345514950166113,0,0.345514950166113
"1092","H Hameed (ENG)",219,23,2,25,92,12,104,0.420091324200913,0.0547945205479452,0.474885844748858
"1093","H Howell (ENG)",15,0,0,0,0,0,0,0,0,0
"1094","H Ironmonger (AUS)",42,4,0,4,16,0,16,0.380952380952381,0,0.380952380952381
"1095","H Jupp (ENG)",68,2,0,2,8,0,8,0.117647058823529,0,0.117647058823529
"1096","H Larwood (ENG)",485,42,2,44,168,12,180,0.34639175257732,0.0247422680412371,0.371134020618557
"1097","H Masakadza (ZIM)",2084,250,21,271,1000,126,1126,0.479846449136276,0.0604606525911708,0.540307101727447
"1098","H Morris (ENG)",115,12,0,12,48,0,48,0.417391304347826,0,0.417391304347826
"1099","H Moses (AUS)",198,9,1,10,36,6,42,0.181818181818182,0.0303030303030303,0.212121212121212
"1100","H Philipson (ENG)",63,1,0,1,4,0,4,0.0634920634920635,0,0.0634920634920635
"1101","H Smith (ENG)",7,0,0,0,0,0,0,0,0,0
"1102","H Strudwick (ENG)",226,12,0,12,48,0,48,0.212389380530973,0,0.212389380530973
"1103","H Sutcliffe (ENG)",4555,247,6,253,988,36,1024,0.216904500548847,0.00790340285400659,0.224807903402854
"1104","H Trumble (AUS)",851,33,0,33,132,0,132,0.155111633372503,0,0.155111633372503
"1105","H Verity (ENG)",669,17,0,17,68,0,68,0.101644245142003,0,0.101644245142003
"1106","H Wood (ENG)",204,11,0,11,44,0,44,0.215686274509804,0,0.215686274509804
"1107","HA Furlonge (WI)",99,9,0,9,36,0,36,0.363636363636364,0,0.363636363636364
"1108","HA Gomes (WI)",3171,258,2,260,1032,12,1044,0.325449385052034,0.00378429517502365,0.329233680227058
"1109","HA Musgrove (AUS)",13,0,0,0,0,0,0,0,0,0
"1110","Habibul Bashar (BDESH)",3026,401,4,405,1604,24,1628,0.530072703238599,0.00793126239259749,0.538003965631196
"1111","Hanif Mohammad (PAK)",3915,259,2,261,1036,12,1048,0.264623243933589,0.00306513409961686,0.267688378033206
"1112","Hannan Sarkar (BDESH)",662,90,0,90,360,0,360,0.54380664652568,0,0.54380664652568
"1113","Hanumant Singh (INDIA)",686,97,2,99,388,12,400,0.565597667638484,0.0174927113702624,0.583090379008746
"1114","HAPW Jayawardene (SL)",2124,223,15,238,892,90,982,0.419962335216573,0.0423728813559322,0.462335216572505
"1115","Harbhajan Singh (INDIA)",2224,277,42,319,1108,252,1360,0.498201438848921,0.113309352517986,0.611510791366906
"1116","Haris Sohail (PAK)",328,34,5,39,136,30,166,0.414634146341463,0.0914634146341463,0.50609756097561
"1117","Haroon Rasheed (PAK)",1217,112,19,131,448,114,562,0.368118323746919,0.0936729663105998,0.461791290057519
"1118","Harry Elliott (ENG)",61,0,0,0,0,0,0,0,0,0
"1119","Harvinder Singh (INDIA)",6,1,0,1,4,0,4,0.666666666666667,0,0.666666666666667
"1120","Hasan Ali (PAK)",93,10,6,16,40,36,76,0.43010752688172,0.387096774193548,0.817204301075269
"1121","Hasan Raza (PAK)",235,39,0,39,156,0,156,0.663829787234043,0,0.663829787234043
"1122","Haseeb Ahsan (PAK)",61,3,1,4,12,6,18,0.19672131147541,0.0983606557377049,0.295081967213115
"1123","Hashmatullah Shahidi (AFG)",47,8,0,8,32,0,32,0.680851063829787,0,0.680851063829787
